,movie_id,title,attributes
224,0204933,Camera Obscura,"Jimmy joins a corrupt LAPD police force as a crime scene photographer. Soon, however, his life takes a turn for the worse as he descends into madness, rearranging evidence and victims to ""...Crime, Drama, ThrillerJacqueline Aguirre, Susan Brecht, Molly Bryant, V.J. Foster, Cynthia Ettinger, Brian T. Finney, Roosevelt Flenoury, Cully Fredricksen, Ariadna Gil, Deborah Greenfield, Joseph Grimm, Mario Larraza, Christian Leffler, Michael McFall, Benita Krista NallHamlet Sarkissian"
225,0204946,Ragazze nel pallone,"A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.Comedy, Romance, SportKirsten Dunst, Eliza Dushku, Jesse Bradford, Gabrielle Union, Clare Kramer, Nicole Bilderback, Tsianina Joelson, Rini Bell, Nathan West, Huntley Ritter, Shamari Fears, Natina Reed, Brandi Williams, Richard Hillman, Lindsay SloanePeyton Reed"
226,0205000,Gigolò per sbaglio,"An average aquarium cleaner house-sits for a gigolo, only to be forced to become one himself.Comedy, RomanceRob Schneider, William Forsythe, Eddie Griffin, Arija Bareikis, Oded Fehr, Gail O'Grady, Richard Riehle, Jacqueline Obradors, Big Boy, Amy Poehler, Dina Platias, Torsten Voges, Deborah Lemen, Bree Turner, Andrew ShaiferMike Mitchell"
227,0205461,Thomas and the Magic Railroad,"Thomas the Tank Engine's feature film debut follows Thomas and Mr. Conductor (Adventure, Comedy, DramaAlec Baldwin, Cody McMains, Russell Means, Peter Fonda, Jared Wall, Laura Bower, Didi Conn, Mara Wilson, Lori Hallier, Michael E. Rodgers, Edward Glen, Neil Crone, Colm Feore, Linda Ballantyne, Kevin FrankBritt Allcroft"
228,0206113,Madison,"A story about a man's personal struggle to victory in the 1971 Madison, Indiana hydro-plane regatta.Drama, SportJim Caviezel, Jake Lloyd, Mary McCormack, Bruce Dern, Paul Dooley, Brent Briscoe, Mark Fauser, Reed Diamond, Frank Knapp Jr., Chelcie Ross, Byrne Piven, William Shockley, Matt Letscher, Richard Lee Jackson, Kristina AnapauWilliam Bindley"
229,0206226,Psycho Beach Party,"Spoof of 1960s Beach Party/Gidget surfing movies mixed with slasher horror films. Florence Forrest, a not-so-innocent girl in 1960s Malibu, becomes ""Chicklet"", the first girl surfer at ...Comedy, Horror, MysteryLauren Ambrose, Thomas Gibson, Nicholas Brendon, Kimberley Davies, Matt Keeslar, Charles Busch, Beth Broderick, Danni Wheeler, Nick Cornish, Andrew Levitas, Amy Adams, Kathleen Robertson, Nathan Bexton, Buddy Quaid, Jenica BergereRobert Lee King"
230,0206275,Save the Last Dance,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.Drama, Music, RomanceJulia Stiles, Sean Patrick Thomas, Kerry Washington, Fredro Starr, Terry Kinney, Bianca Lawson, Vince Green, Garland Whitt, Elisabeth Oas, Artel Great, Cory Stewart, Jennifer Anglin, Dorothy Martin, Kim Tlusty, Felicia FieldsThomas Carter"
231,0206314,Radio Killer,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.Action, Mystery, ThrillerSteve Zahn, Paul Walker, Leelee Sobieski, Jessica Bowman, Stuart Stone, Basil Wallace, Brian Leckner, Mary Wickliffe, McKenzie Satterthwaite, Dell Yount, Kenneth White, Luis Cortés, Michael McCleery, Jim Beaver, Rachel SingerJohn Dahl"
232,0206963,My First Mister,"A 17-year-old girl has a troubled relationship with a 49-year-old man.Comedy, Drama, RomanceRutanya Alda, Natasha Braisewell, Albert Brooks, Henry Brown, Gary Bullock, Kevin Cooney, Nic Costa, William Forward, John Goodman, Desmond Harrington, Shawn Huff, Carol Kane, Michael McKean, Chadwick Palmatier, Pauley PerretteChristine Lahti"
233,0207201,What Women Want - Quello che le donne vogliono,"After an accident, a chauvinistic executive gains the ability to hear what women are really thinking.Comedy, Fantasy, RomanceMel Gibson, Helen Hunt, Marisa Tomei, Alan Alda, Ashley Johnson, Mark Feuerstein, Lauren Holly, Delta Burke, Valerie Perrine, Judy Greer, Sarah Paulson, Ana Gasteyer, Lisa Edelstein, Loretta Devine, Diana Maria RivaNancy Meyers"
234,0207524,How to Kill Your Neighbor's Dog,"A sarcastic playwright in LA gets new neighbors - single mom and 8 y.o. girl. His wife wants kids and babysits the girl. He doesn't want kids yet plays with her to find out how children talk - for his play. Paternal instincts?Comedy, DramaKenneth Branagh, Suzi Hofrichter, Lynn Redgrave, Robin Wright, Peter Riegert, Johnathon Schaech, Kaitlin Hopkins, David Krumholtz, Suzy Joachim, Brett Rickaby, Lucinda Jenney, Stacy Hogue, Banjo, Peri Gilpin, Tamala JonesMichael Kalesniko"
235,0208003,Big Mama,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.Action, Comedy, CrimeMartin Lawrence, Nia Long, Paul Giamatti, Jascha Washington, Terrence Howard, Anthony Anderson, Ella Mitchell, Carl Wright, Phyllis Applegate, Starletta DuPois, Jessie Mae Holmes, Nicole Prescott, Octavia Spencer, Tichina Arnold, Cedric the EntertainerRaja Gosnell"
236,0208874,The Contender,"Senator Laine Hanson is a contender for U.S. Vice President, but information and disinformation about her past surfaces that threatens to derail her confirmation.Drama, ThrillerGary Oldman, Joan Allen, Jeff Bridges, Christian Slater, Sam Elliott, William Petersen, Saul Rubinek, Philip Baker Hall, Mike Binder, Robin Thomas, Mariel Hemingway, Kathryn Morris, Kristen Shaw, Douglas Urbanski, Noah FryrearRod Lurie"
237,0208988,La vendetta di Carter,"A Las Vegas mob enforcer travels back to his hometown to investigate his brother's mysterious death.Action, Crime, DramaSylvester Stallone, Miranda Richardson, Rachael Leigh Cook, Rhona Mitra, Johnny Strong, John C. McGinley, Alan Cumming, Michael Caine, John Cassini, Mickey Rourke, Mark Boone Junior, Garwin Sanford, Darryl Scheelar, Yan-Kay Crystal Lowe, Lauren Lee SmithStephen Kay"
238,0209144,Memento,"A man with short-term memory loss attempts to track down his wife's murderer.Mystery, ThrillerGuy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior, Russ Fega, Jorja Fox, Stephen Tobolowsky, Harriet Sansom Harris, Thomas Lennon, Callum Keith Rennie, Kimberly Campbell, Marianne Muellerleile, Larry HoldenChristopher Nolan"
239,0209958,The Cell - La cellula,"An F.B.I. Agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.Horror, Sci-Fi, ThrillerJennifer Lopez, Colton James, Dylan Baker, Marianne Jean-Baptiste, Gerry Becker, Musetta Vander, Patrick Bauchau, Vincent D'Onofrio, Catherine Sutherland, Vince Vaughn, James Gammon, Jake Weber, Dean Norris, Tara Subkoff, Lauri JohnsonTarsem Singh"
240,0210070,Licantropia Evolution - Ritorno al presente,"Two death-obsessed sisters, outcasts in their suburban neighborhood, must deal with the tragic consequences when one of them is bitten by a deadly werewolf.Drama, Fantasy, HorrorEmily Perkins, Katharine Isabelle, Kris Lemche, Mimi Rogers, Jesse Moss, Danielle Hampton, John Bourgeois, Peter Keleghan, Christopher Redman, Jimmy MacInnis, Lindsay Leese, Wendii Fulford, Ann Baggley, Graeme Robertson, Maxwell RobertsonJohn Fawcett"
241,0210217,Pandaemonium,"Friendship and betrayal between two poets during the French Revolution.Biography, DramaLinus Roache, John Hannah, Samantha Morton, Emily Woof, Emma Fielding, Andy Serkis, Samuel West, Michael Harbour, William Scott-Masson, Clive Merrison, Dexter Fletcher, Guy Lankester, Andrea Lowe, Jacqueline Defferary, Andy de la TourJulien Temple"
242,0210299,Songcatcher,"After being denied a promotion at the university where she teaches, Doctor Lily Penleric, a brilliant musicologist, impulsively visits her sister, who runs a struggling rural school in ...Drama, MusicJanet McTeer, Michael Davis, Michael Goodwin, Gregory Russell Cook, Jane Adams, E. Katherine Kerr, Emmy Rossum, Pat Carroll, Stephanie Roth Haberle, Aidan Quinn, Bart Hansard, Erin Blake Clanton, David Patrick Kelly, Kristin Hall, Michael HardingMaggie Greenwald"
243,0210382,Il mistero dell'acqua,"A newspaper photographer researches an 1873 double homicide and finds her own life paralleling that of a witness who survived the tragic ordeal.Crime, Drama, MysteryCiarán Hinds, Richard Donat, Sarah Polley, Ulrich Thomsen, Anders W. Berthelsen, Murdoch MacDonald, Joseph Rutten, John Walf, Katrin Cartlidge, Vinessa Shaw, Adam Curry, Catherine McCormack, Sean Penn, Josh Lucas, Elizabeth HurleyKathryn Bigelow"
244,0210567,Beautiful - Una vita da miss,"Mona sacrifices everything, including family, in pursuit of a beauty pageant victory. Her friend Ruby helps her to an amazing degree.Comedy, DramaMinnie Driver, Joey Lauren Adams, Hallie Eisenberg, Kathleen Turner, Leslie Stefanson, Bridgette Wilson-Sampras, Kathleen Robertson, Michael McKean, Gary Collins, Linda Hart, Brent Briscoe, Colleen Rennison, Jacqueline Steiger, Sylvia Short, Herta WareSally Field"
245,0210616,Il ritmo del successo,"A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.Drama, Music, RomanceAmanda Schull, Christine Dunham, Stephen Stout, Maryann Plunkett, Laura Hicks, Barbara Caruso, Jeff Hayenga, Zoe Saldana, Victor Anthony, Karen Shallo, Carlo Alban, Giselle Daly, Ethan Stiefel, Susan May Pratt, Shakiem EvansNicholas Hytner"
246,0210945,Il sapore della vittoria - Uniti si vince,"The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.Biography, Drama, SportDenzel Washington, Will Patton, Wood Harris, Ryan Hurst, Donald Faison, Craig Kirkwood, Ethan Suplee, Kip Pardue, Hayden Panettiere, Nicole Ari Parker, Kate Bosworth, Earl Poitier, Ryan Gosling, Burgess Jenkins, Neal GhantBoaz Yakin"
247,0211181,La carica dei 102 - Un nuovo colpo di coda,"Cruella DeVil gets out of prison and goes after the puppies once more.Adventure, Comedy, FamilyGlenn Close, Gérard Depardieu, Ioan Gruffudd, Alice Evans, Tim McInnerny, Eric Idle, Ben Crompton, Carol MacReady, Ian Richardson, Jim Carter, Ron Cook, Timothy West, David Horovitch, Dick Brannick, Mike HayleyKevin Lima"
248,0211443,Jason X,"Jason Voorhees returns with a new look, a new machete, and his same murderous attitude as he is awakened on a spaceship in the 25th century.Action, Horror, Sci-FiKane Hodder, Jeff Geddis, Lexa Doig, David Cronenberg, Markus Parilo, Jonathan Potts, Lisa Ryder, Dov Tiefenbach, Chuck Campbell, Melyssa Ade, Boyd Banks, Barna Moricz, Dylan Bierk, Todd Farmer, Peter MensahJames Isaac"
249,0211938,Bait - L'esca,"An ex-con is used by police to lure a criminal out of hiding.Action, Comedy, CrimeJamie Foxx, David Morse, Robert Pastorelli, Doug Hutchison, Kimberly Elise, David Paymer, Mike Epps, Jamie Kennedy, Nestor Serrano, Kirk Acevedo, Jeffrey Donovan, Megan Dodds, Tia Texada, Neil Crone, Matthew WitherlyAntoine Fuqua"
250,0212720,A.I. - Intelligenza artificiale,"A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother.Drama, Sci-FiHaley Joel Osment, Frances O'Connor, Sam Robards, Jake Thomas, Jude Law, William Hurt, Ken Leung, Clark Gregg, Kevin Sussman, Tom Gallop, Eugene Osment, April Grace, Matt Winston, Sabrina Grdevich, Theo GreenlySteven Spielberg"
251,0212827,Bride of the Wind,"This movie is a biopic of Alma Mahler, the wife of composer Gustav Mahler (as well as Walter Gropius and Franz Werfel), and the mistress of Oskar Kokoschka.Biography, Drama, MusicSarah Wynter, Jonathan Pryce, Vincent Perez, Simon Verhoeven, Gregor Seberg, Dagmar Schwarz, Wolfgang Hübsch, August Schmölzer, Marion Rottenhofer, Sophie Schweighofer, Johannes Silberschneider, Daniela Dadieu, Brigitte Antonius, Johanna Mertinz, Erwin EbenbauerBruce Beresford"
252,0212974,Groove,"An inside look into one night in the San Francisco underground rave scene.Drama, MusicChris Ferreira, Mackenzie Firgens, Elizabeth Sun, Steve Van Wormer, Dmitri Ponce, Ari Gold, Aaron Langridge, Wendy Turner, Bradley K. Ross, Rachel True, Denny Kirkwood, Matthew Bernsen, Bing Ching, Jeff Witzke, Jill JoseGreg Harrison"
253,0213446,The Amati Girls,"While trying to help their widowed mother cope, each of four sisters begins to understand what is missing in their own lives and relationships, and the lessons they learn affect the entire family.DramaCloris Leachman, Mercedes Ruehl, Dinah Manoff, Sean Young, Lily Knight, Lee Grant, Edith Fields, Cassie Cole, Marissa Leigh, Sam McMurray, Joe Greco, Matt Winston, Gary Hershberger, Anne De Salvo, Sal ViscusoAnne De Salvo"
254,0213790,The Ladies Man,"TheComedyTim Meadows, Karyn Parsons, Billy Dee Williams, John Witherspoon, Jill Talley, Lee Evans, Will Ferrell, Sofia Milos, Eugene Levy, David Huband, Jammer, Ken Hudson Campbell, Kevin McDonald, Tamala Jones, Julianne MooreReginald Hudlin"
255,0215129,Road Trip,"Four college buddies embark on a road trip to retrieve an illicit tape mistakenly mailed to a female friend.ComedyBreckin Meyer, Seann William Scott, Amy Smart, Paulo Costanzo, DJ Qualls, Rachel Blanchard, Anthony Rapp, Fred Ward, Tom Green, Andy Dick, Ethan Suplee, Horatio Sanz, Rhoda Griffis, Marla Sucharetza, Ellen Albertini DowTodd Phillips"
256,0215545,Bamboozled,"A frustrated African-American TV writer proposes a blackface minstrel show in protest, but to his chagrin it becomes a hit.Comedy, Drama, MusicDamon Wayans, Savion Glover, Jada Pinkett Smith, Tommy Davidson, Michael Rapaport, Thomas Jefferson Byrd, Paul Mooney, Sarah Jones, Gillian White, Susan Batson, Yasiin Bey, M.C. Serch, Gano Grills, Canibus, DJ ScratchSpike Lee"
257,0216216,Il 6° giorno,"Futuristic action film about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.Action, Mystery, Sci-FiArnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker, Sarah Wynter, Wendy Crewson, Rodney Rowland, Terry Crews, Ken Pogue, Colin Cunningham, Robert Duvall, Wanda Cannon, Taylor Anne Reid, Jennifer Gareis, Don McManusRoger Spottiswoode"
258,0216772,Turn It Up,"Trying to bootstrap his way out of Brooklyn's mean streets is Diamond, a rap musician. With his long-time pal Gage acting as his manager, he's trying to lay down a demo tape with cut-rate ...Crime, Drama, ActionPras Michel, Ja Rule, Jason Statham, Vondie Curtis-Hall, Tamala Jones, John Ralston, Chris Messina, Eugene Clark, Patrice Goodman, Derwin Jordan, Faith Evans, Elain R. Graham, Harry-O, Tseng Chang, Jeff JonesRobert Adetuyi"
259,0217630,American School,"A college student, branded a loser by his roommates and booted from the dorm, falls in love with a coed who has eyes for their condescending professor.Comedy, RomanceJason Biggs, Mena Suvari, Zak Orth, Thomas Sadoski, Jimmi Simpson, Greg Kinnear, Dan Aykroyd, Twink Caplan, Bobby Slayton, Robert Miano, Mollie Heckerling, Colleen Camp, Andy Dick, Steven Wright, Brian BackerAmy Heckerling"
260,0217756,Pronti alla rissa,"Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.Comedy, SportDavid Arquette, Oliver Platt, Scott Caan, Bill Goldberg, Rose McGowan, Dallas Page, Richard Lineback, Chris Owen, Steve Borden, Joe Pantoliano, Martin Landau, Caroline Rhea, Tait Smith, Ellen Albertini Dow, Kathleen FreemanBrian Robbins"
261,0217869,Unbreakable - Il predestinato,"A man learns something extraordinary about himself after a devastating accident.Drama, Mystery, Sci-FiBruce Willis, Samuel L. Jackson, Robin Wright, Spencer Treat Clark, Charlayne Woodard, Eamonn Walker, Leslie Stefanson, Johnny Hiram Jamison, Michaelia Carroll, Bostin Christopher, Elizabeth Lawrence, Davis Duffield, Laura Regan, Chance Kelly, Michael KellyM. Night Shyamalan"
262,0218182,An Everlasting Piece,"Colm (Barry McEvoy) is a Catholic, and George (Brian O'Byrne) is a poetry-loving Protestant. In Belfast, Northern Ireland in the 1980s, they could have been enemies, but instead, they ...ComedyBarry McEvoy, Brían F. O'Byrne, Anna Friel, Pauline McLynn, Ruth McCabe, Laurence Kinlan, Billy Connolly, Des McAleer, Colum Convey, Ian Cregg, David Pearse, Seamus Ball, Enda Oates, Des Braiden, George ShaneBarry Levinson"
263,0218378,Le bianche tracce della vita,"A prospector who sold his wife and infant daughter in exchange for a mining claim, tries desperately to win them back as he helps to build the Pacific Railroad with a group of pioneer friends.Drama, Romance, WesternRon Anderson, Marty Antonini, Wes Bentley, Randy Birch, Marie Brassard, Bill Chesterman, Artur Ciastkowski, Fernando Davalos, Duncan Fraser, Shirley Henderson, Kate Hennig, Jimmy Herman, Landon Hicks, Matthew Johnson, Milla JovovichMichael Winterbottom"
264,0218619,Soul survivors - Altre vite,"A co-ed is caught between the world of the living and the dead.Horror, Mystery, ThrillerMelissa Sagemiller, Wes Bentley, Casey Affleck, Eliza Dushku, Angela Featherstone, Luke Wilson, Allen Hamilton, Ken Moreno, Carl Paoli, Barbara E. Robertson, Richard Pickren, Candace Kroslak, Ryan Kitley, Rick Snyder, Danny GoldbergStephen Carpenter"
265,0218817,S.Y.N.A.P.S.E. - Pericolo in rete,"A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.Action, Crime, DramaRyan Phillippe, Rachael Leigh Cook, Claire Forlani, Tim Robbins, Douglas McFerran, Richard Roundtree, Tygh Runyan, Yee Jee Tso, Nate Dushku, Ned Bellamy, Tyler Labine, Scott Bellis, David Lovgren, Zahf Paroo, Jonathon YoungPeter Howitt"
266,0218839,Campioni di razza,"A colorful array of characters compete at a national dog show.ComedyJay Brazeau, Parker Posey, Michael Hitchcock, Catherine O'Hara, Eugene Levy, Carrie Aizley, Lewis Arquette, Dany Canino, Bob Balaban, Will Sasso, Stephen E. Miller, Christopher Guest, Michael McKean, John Michael Higgins, Colin CunninghamChristopher Guest"
267,0219653,Dracula's Legacy - Il fascino del male,"A group of thieves breaks into a chamber expecting to find paintings, but instead they release the count himself, who travels to New Orleans to find his nemesis' daughter, Mary Van Helsing.Action, Fantasy, HorrorGerard Butler, Christopher Plummer, Jonny Lee Miller, Justine Waddell, Vitamin C, Jennifer Esposito, Omar Epps, Sean Patrick Thomas, Danny Masterson, Lochlyn Munro, Tig Fong, Tony Munch, Jeri Ryan, Shane West, Nathan FillionPatrick Lussier"
268,0219699,The Gift - Il dono,"A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.Drama, Fantasy, HorrorCate Blanchett, Giovanni Ribisi, Keanu Reeves, Katie Holmes, Greg Kinnear, Hilary Swank, Michael Jeter, Kim Dickens, Gary Cole, Rosemary Harris, J.K. Simmons, Chelcie Ross, John Beasley, Lynnsee Provence, Hunter McGilvraySam Raimi"
269,0219854,Faccia a faccia,"An unhappy and disliked image consultant gets a second shot at life when he is mysteriously confronted by an eight-year-old version of himself.Comedy, Family, FantasyBruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Jean Smart, Chi McBride, Daniel von Bargen, Dana Ivey, Susan Dalian, Stanley Anderson, Juanita Moore, Esther Scott, Deborah May, Vernee Watson, Jan HoagJon Turteltaub"
270,0219952,Magic Numbers,"A television weatherman scams a local lottery.Comedy, CrimeJohn Travolta, Lisa Kudrow, Tim Roth, Ed O'Neill, Michael Rapaport, Daryl Mitchell, Bill Pullman, Richard Schiff, Michael Moore, Sam McMurray, Michael Weston, Maria Bamford, Caroline Aaron, John F. O'Donohue, Colin MochrieNora Ephron"
271,0219965,Bandits,"Two bank robbers fall in love with the girl they've kidnapped.Comedy, Crime, DramaBruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity, Brían F. O'Byrne, Stacey Travis, Bobby Slayton, January Jones, Azura Skye, Peggy Miley, William Converse-Roberts, Richard Riehle, Micole Mercurio, Scott Burkholder, Anthony BurchBarry Levinson"
272,0220099,T come Tigro... e tutti gli amici di Winnie the Pooh,"Tigger goes looking through the hundred-acre-wood to find his family.Animation, Comedy, DramaJim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen, Andre Stojka, Kath Soucie, Tom Attenborough, John Hurt, Frank WelkerJun Falkenstein"
273,0220100,Timecode,"Four frames of simultaneous action that alternately follow a smitten lesbian lover as she obsesses over her partner's dalliances and the tense goings-on of a Hollywood film production company.Drama, RomanceXander Berkeley, Golden Brooks, Saffron Burrows, Viveka Davis, Richard Edson, Aimee Graham, Salma Hayek, Glenne Headly, Andrew Heckler, Holly Hunter, Danny Huston, Daphna Kastner, Patrick Kearney, Elizabeth Low, Kyle MacLachlanMike Figgis"
274,0220506,Halloween - La resurrezione,"Three years after he last terrorized his sister, Michael Myers confronts her again, before traveling to Haddonfield to deal with the cast and crew of a reality show which is being broadcast from his old home.Horror, ThrillerJamie Lee Curtis, Brad Loree, Busta Rhymes, Bianca Kajlich, Sean Patrick Thomas, Daisy McCrackin, Katee Sackhoff, Luke Kirby, Thomas Ian Nicholas, Ryan Merriman, Tyra Banks, Billy Kay, Gus Lynch, Lorena Gale, Marisa RudiakRick Rosenthal"
275,0221027,Blow,"The story of howBiography, Crime, DramaJohnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Mollà, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta, Kevin Gage, Max Perlich, Jesse James, Miguel Pérez, Dan FerroTed Demme"
276,0221073,Chopper,"Chopper tells the intense story of Mark ""Chopper"" Read, a legendary criminal who wrote his autobiography while serving a jail sentence in prison. His book, ""From the Inside"", upon which the film is based, was a best-seller.Biography, Crime, DramaVince Colosimo, Eric Bana, Renée Brack, Gregory Pitt, Richard Sutherland, David Field, Simon Lyndon, Dan Wyllie, Gary Waddell, Andrew Dunn, Caleb Cluff, Hilton Henderson, Fred Barker, Alan Close, Carl PriceAndrew Dominik"
277,0221074,Christmas in the Clouds,"During the holidays at a ski resort in Utah run by a Native American tribe, the overworked manager and a widowed woman from the big city overcome mistaken identities and intrusive guests in their pursuit of romance.Comedy, Family, RomanceTimothy Vahle, Sam Vlahos, Mariana Tosca, M. Emmet Walsh, Graham Greene, Sheila Tousey, Rosalind Ayres, Rita Coolidge, Lois Red Elk, Jonathan Joss, Shirley Cheechoo, Karina Moeller, Kaesi Belen Soto, Georgina Lightning, Brian WescottKate Montgomery"
278,0221794,ABCD,"The only goal of an ageing Asian-American widow is to see her son and rebellious daughter (described as an American Born Confused Deshi or ABCD) married off to respectable Indian families.DramaMadhur Jaffrey, Faran Tahir, Sheetal Sheth, Aasif Mandvi, David Ari, Jennifer Dorr White, Adriane Forlana Erdos, Rex Young, Gil Grail, Bob Bonnet, Alexander Lasky, David Mann, Janan Raouf, Vince Byrne Sr., Nicki CochraneKrutin Patel"
279,0223897,Un sogno per domani,"A young boy attempts to make the world a better place after his teacher gives him that chance.DramaKevin Spacey, Helen Hunt, Haley Joel Osment, Jay Mohr, Jim Caviezel, Jon Bon Jovi, Angie Dickinson, David Ramsey, Gary Werntz, Colleen Flynn, Marc Donato, Kathleen Wilhoite, Liza Snyder, Jeannetta Arnette, Hannah LederMimi Leder"
280,0225071,Angel Eyes - Occhi d'angelo,"A mysterious man is drawn to a feisty female police officer and a unusual relationship ensues, as not everything is as it seems.Drama, RomanceJennifer Lopez, Jim Caviezel, Jeremy Sisto, Terrence Howard, Sônia Braga, Victor Argo, Monet Mazur, Shirley Knight, Daniel Magder, Guylaine St-Onge, Connor McAuley, Jeremy Ratchford, Peter MacNeill, Eldridge Hyndman, Kari MatchettLuis Mandoki"
281,0226935,Chelsea Walls,"This movie tells five stories set in a single day at the famed Chelsea Hotel in New York City, involving an ensemble cast of some 30-35 characters.DramaBianca Hunter, Kevin Corrigan, Rosario Dawson, Matthew Del Negro, Paz de la Huerta, Guillermo Díaz, Vincent D'Onofrio, Paul D. Failla, Kris Kristofferson, Robert Sean Leonard, Duane McLaughlin, Natasha Richardson, Jimmy Scott, John Seitz, Mark StrandEthan Hawke"
282,0227984,Codice 51,"An American master chemist plans to score big on a once in a lifetime drug deal. All does not go as planned and he is soon entangled in a web of deceit.Action, Comedy, CrimeSamuel L. Jackson, Nigel Whitmey, Robert Jezek, Emily Mortimer, Meat Loaf, Jake Abraham, Mac McDonald, Aaron Swartz, David Webber, Michael J. Reynolds, Sonny Muslim, Barbara Barnes, Junix Inocian, Robert Carlyle, Paul BarberRonny Yu"
283,0228277,Everything Put Together,"The story of a Californian couple expecting a child and their group of friends confronted with the tragedy of a big loss.DramaRadha Mitchell, Megan Mullally, Catherine Lloyd Burns, Jacqueline Heinze, Courtney Watkins, Matt Malloy, Mark Boone Junior, Blake Rossi, Louis Ferreira, Michele Hicks, Alan Ruck, Stéphanie Schneider, Vince Vieluf, John P. Hunter, Kevin RatliffeMarc Forster"
284,0228333,Fantasmi da Marte,"In 2176, a Martian police unit is sent to pick up a highly dangerous criminal at a remote mining post. Upon arrival, the cops find that the post has become a charnel house.Action, Horror, Sci-FiNatasha Henstridge, Ice Cube, Jason Statham, Clea DuVall, Pam Grier, Joanna Cassidy, Richard Cetrone, Rosemary Forsyth, Liam Waite, Duane Davis, Lobo Sebastian, Rodney A. Grant, Peter Jason, Wanda De Jesus, Doug McGrathJohn Carpenter"
285,0230600,The Others,"A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.Horror, Mystery, ThrillerNicole Kidman, Fionnula Flanagan, Christopher Eccleston, Alakina Mann, James Bentley, Eric Sykes, Elaine Cassidy, Renée Asherson, Gordon Reid, Keith Allen, Michelle Fairley, Alexander Vince, Ricardo López, Aldo GriloAlejandro Amenábar"
286,0230838,Sweet November - Dolce novembre,"A workaholic executive, and an unconventional woman agree to a personal relationship for a short period. In this short period she changes his life.Drama, RomanceKeanu Reeves, Charlize Theron, Jason Isaacs, Greg Germann, Liam Aiken, Robert Joy, Lauren Graham, Michael Rosenbaum, Frank Langella, Jason Kravits, Ray Baker, Tom Bullock, Adele Proom, L. Peter Callender, June CarrylPat O'Connor"
287,0231402,Crocodile Dundee 3,"Australian Outback adventurer Mick ""Crocodile"" Dundee travels to Los Angeles with his young son while his longtime companion suspects foul play at a movie studio.Action, Adventure, ComedyPaul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks, Alec Wilson, Gerry Skilton, Steve Rackman, Serge Cockburn, Aida Turturro, Paul Rodriguez, Kaitlin Hopkins, David Clendenning, Duke Bannister, Betty Bobbitt, Karen CroneSimon Wincer"
288,0231448,Deuces Wild. I guerrieri di New York,"Bobby, a member of The Deuces, and the sister of the rival Vipers member fall in love, promoting a street war between the two factions.Action, Crime, DramaStephen Dorff, Brad Renfro, Fairuza Balk, Norman Reedus, Max Perlich, Drea de Matteo, Vincent Pastore, Frankie Muniz, Balthazar Getty, Nancy Cassaro, Matt Dillon, Debbie Harry, James Franco, Joshua Leonard, Ava Lee ScottScott Kalvert"
289,0231775,Down to Earth,"After dying before his time, an aspiring black comic gets a second shot at life - by being placed in the body of a wealthy white businessman.Comedy, FantasyChris Rock, Regina King, Chazz Palminteri, Eugene Levy, Frankie Faison, Mark Addy, Greg Germann, Jennifer Coolidge, Wanda Sykes, John Cho, Mario Joyner, Bryetta Calloway, Martha Chaves, Brian Rhodes, Herb LovelleChris Weitz, Paul Weitz"
290,0233142,La rapina,"A gang of ex-cons rob a casino during Elvis convention week.Action, Comedy, CrimeKurt Russell, Kevin Costner, Courteney Cox, Christian Slater, Kevin Pollak, David Arquette, Jon Lovitz, Howie Long, Thomas Haden Church, Bokeem Woodbine, Ice-T, David Kaye, Louis Lombardi, Shawn Michael Howard, Michael KopsaDemian Lichtenstein"
